,rom_setting,length,danger,fear,density,centralization,fraction_dirspeech,fraction_indirspeech,fraction_fid
00723-00,0.0,0.012754330569322785,0.0,0.0,0.0,0.0,0.2851507280923163,0.45079131985170395,0.0215413060154365
00507-00,0.2233287555619759,0.029730611317784622,0.1103603603603256,0.2430816653346893,0.5171650055370985,0.6076655052264808,0.3796480073867451,0.22026890786695644,0.028994878158731953
00317-00,0.061124438227953264,0.04371573874883953,0.0,0.0,0.0,0.0,0.3030992861396559,0.33341745730112143,0.02552616666567524
00129-00,0.0,0.01233305996965267,0.1102362204723506,0.27938115598453417,0.8666666666666667,0.23999999999999988,0.2463519880098226,0.3160245183887914,0.1633216447324204
00709-00,0.037141585728791046,0.15183305534756145,0.0,0.0,0.0,0.0,0.33916951797084827,0.13179878770326067,0.17963361725325472
00117-00,0.048621712226780994,0.024844400600607743,0.0,0.0,0.0,0.0,0.31387638465420403,0.2515886061440949,0.046771473376662216
00378-00,0.4198437610123482,0.011114148485340708,0.1037131882202378,0.3745519713261646,0.5274725274725275,0.6615384615384615,0.516043704135275,0.19802397756518858,0.005960322870716221
00226-00,0.03146110791144653,0.057818399356604905,0.0,0.0,0.0,0.0,0.4171317230897014,0.4278370606557694,0.18756926753556924
00068-00,0.0,0.006080030849157393,0.0,0.0,0.0,0.0,0.410522290622959,0.2436363832228247,0.0
00551-00,0.14270674316598284,0.19422027302032532,0.0258818226212397,0.2533741165482443,0.4856990109596364,0.6316826265389878,0.3427679872772481,0.370390378198721,0.025457754222026074
00120-00,0.04278710675956728,0.033712212753538216,0.0,0.0,0.0,0.0,0.2661292592781978,0.2159392675513838,0.12190836964133156
00329-00,0.01389191777908029,0.03762778431473536,0.0,0.0,0.0,0.0,0.4029904884931236,0.25409666312162704,0.08136234129114457
00568-00,0.03161988352668009,0.18869093132496867,0.0985767790261769,0.22043561139972812,0.3452765957446808,0.7898695187165775,0.36644816619472736,0.16019005648042917,0.014521508919175474
00766-00,0.06069293737990192,0.028741483796929087,0.4106057570292103,0.2451301231104873,0.782051282051282,0.309090909090909,0.36979885848026534,0.2245699553603397,0.030957830849091875
00364-00,0.0,0.0008768767341095806,0.1244444444444324,0.19516129032258042,0.0,0.0,0.11253091412096716,0.43738237235108635,0.0
00413-00,0.0,0.012282877264989773,0.1234891510120909,0.14036404955809118,0.9,0.19999999999999993,0.35364057205618327,0.10792141383331806,0.10608731539790103
00289-00,0.04501469867904595,0.05517060138689149,0.0773383919451361,0.2716387781402276,0.4493207941483803,0.6761828388131516,0.42766721644466793,0.2908476593699383,0.06482625809483399
00220-00,0.05629882468364116,0.014041913123173448,0.0,0.0,0.0,0.0,0.5664160938546502,0.356672064223322,0.047139728280480214
00424-00,0.05942653716606567,0.020296262841159856,0.0,0.0,0.0,0.0,0.44892576747391527,0.5652085847807657,0.01661920590507901
00412-00,0.0,0.017776562828085943,0.0,0.0,0.0,0.0,0.3043444870032714,0.3151090243606273,0.1729217506377345
00059-00,0.0,0.006061542484281589,0.0,0.0,0.0,0.0,0.3763667749976049,0.11007833098191405,0.0972674720416794
00386-00,0.048621712226780994,0.015577768005356344,0.0,0.0,0.0,0.0,0.4196645261508139,0.3945263457032777,0.010287665516686197
00702-00,0.0,0.0594823521954273,0.0,0.0,0.0,0.0,0.45349466976489733,0.18547044244911215,0.18304193263869156
00565-00,0.05161983212009722,0.18839115569448242,0.0976299358486961,0.3250412257586218,0.3920402178466695,0.7390883626177743,0.23905827829565388,0.26768600289810995,0.10994102641034181
00421-00,0.18513651963274302,0.01703042524559812,0.0,0.0,0.0,0.0,0.2749539339544586,0.16730765757358645,0.08931342860370751
00483-00,0.06976158710799012,0.03188846761828922,0.0,0.0,0.0,0.0,0.3587884501665058,0.3290700501717712,0.063931255327802
00280-00,0.0,0.0019808962366933297,0.6792452830188916,0.21480016230472682,0.6666666666666666,0.7999999999999999,0.3611995743790942,0.2906651819480628,0.01063510224275834
00743-00,0.0,0.004816219050147049,0.1333333333333268,0.26718509984639,0.0,0.0,0.09190749770016295,0.10380959816567278,0.019413394940119177
00555-00,0.2593948728621894,0.13446587774172547,0.1440349175557813,0.2762523944112443,0.4293572044866264,0.6892912975508076,0.30237223187689016,0.21889858788985897,0.06564803447760852
00721-00,0.061124438227953264,0.15511870190549013,0.0,0.0,0.0,0.0,0.40977632120899066,0.37093541012005904,0.19570010470031135
00634-00,0.032414474817854005,0.09295025441310667,0.0,0.0,0.0,0.0,0.33523110375183435,0.35092935533694025,0.009615143546610964
00373-00,0.0,0.0039551894859310155,0.0828220858895764,0.3192822745563688,0.0,0.0,0.11906590062910126,0.25727201193690674,0.027765597425266957
00191-00,0.0996126828685428,0.022987640528080527,0.1006169909824428,0.2816835161171242,0.7333333333333333,0.39999999999999997,0.3139647821811783,0.2612865734862114,0.05235332831799681
00357-00,0.0,9.508301936127982e-05,1.0,0.03872247823860677,0.0,0.0,0.0,0.3813190184049079,0.0
00396-00,0.04374040681515423,0.02966061965075479,0.0709599678671867,0.3352270627794402,0.6666666666666666,0.4347826086956521,0.47124999509824195,0.3503220446389589,0.10112971832439585
00657-00,0.043839248729064834,0.337448315115691,0.0,0.0,0.0,0.0,0.49140068101003276,0.2785725880556462,0.025342081272723423
00308-00,0.0,0.0010168600681692425,0.1098039215686224,0.1977124183006533,0.0,0.0,0.006574617090573299,0.6103830878830491,0.0
00178-00,0.08022582517418864,0.005644233677084861,0.0,0.0,0.0,0.0,0.4304732449059019,0.04466889454170611,0.020422470590394377
00562-00,0.022425115578852947,0.09347453161708484,0.0739778609231748,0.27446349645492457,0.6039132734003173,0.4911475409836065,0.43951705774428423,0.309507950474527,0.10584610106168742
00325-00,0.06685485431182386,0.0021829476528360493,0.1691939345570687,0.3694859934722969,0.0,0.0,0.6303128229773668,0.18164118376299296,0.0
00648-00,0.09124606662428077,0.12515830662424907,0.0324863673279971,0.3421002236868529,0.6135265700483091,0.48484848484848475,0.33412204968074255,0.5648566532318676,0.07641094095591562
00529-00,0.05294820457010471,0.023629450908769167,0.1738559947515229,0.19456378158833607,0.7564102564102564,0.34545454545454546,0.3663014056620897,0.1951597406299678,0.04873616359078901
00772-00,0.041835052291844796,0.011021706660961686,0.0454176804541779,0.3296215629333123,0.5757575757575758,0.6109090909090908,0.17865543232892056,0.14860529533331152,0.290097579036631
00022-00,0.11885307433213133,0.02331911049835388,0.0,0.0,0.0,0.0,0.48553728610431696,0.3461417274458692,0.04830699774266362
00134-00,0.13370970862364778,0.007129905854604858,0.0,0.0,0.0,0.0,0.5174312128565047,0.38160870676624853,0.10632790264010196
00123-00,0.0,0.0027917430962464663,0.0,0.0,0.0,0.0,0.3509712217901346,0.1530138513785662,0.11868097925028943
00651-00,0.02350939931844357,1.0000000000000002,0.0,0.0,0.0,0.0,0.2460494432049383,0.28706807325315026,0.25763793585531714
00326-00,0.032414474817854005,0.06787739044653363,0.0,0.0,0.0,0.0,0.44451301733852405,0.22453780072346766,0.03323178763475571
00089-00,0.25840142398375404,0.00710349390478228,0.0556722689075648,0.43209730128610524,0.8,0.39999999999999997,0.6350939668763756,0.02854052401178825,0.004981529414883423
00570-00,0.46090172123461415,0.07483561862729173,0.1293780513691403,0.312199261584836,0.7192982456140351,0.3764705882352941,0.48391306618265323,0.33230576039755005,0.03835714344358374
00590-00,0.1853942825686932,0.011225078674595533,0.1015719467956206,0.36092908253262396,0.5955882352941176,0.5499999999999999,0.3974502982968833,0.5886645304306287,0.056210242342731614
00643-00,0.0,0.1928428898370779,0.0,0.0,0.0,0.0,0.5784527489573744,0.20294330363378332,0.029818839666198638
00705-00,0.059720213032750685,0.1308012197038428,0.0428357845693831,0.38515193625776784,0.4054054054054054,0.7333333333333334,0.22925506156913167,0.23213024518951156,0.2628314033917174
00476-00,0.05629882468364116,0.03161642453511667,0.0,0.0,0.0,0.0,0.5193354812311034,0.5553972739337509,0.002652161735964735
