,rom_setting,length,danger,fear,density,centralization,fraction_dirspeech,fraction_indirspeech,fraction_fid
00638-00,0.1407470617091029,0.0444182966141201,0.0,0.0,0.0,0.0,0.43813093619240573,0.58596966656076,0.0173116201669614
00314-00,0.11460832167741236,0.019043015822078544,0.0,0.0,0.0,0.0,0.21121609287228188,0.9269250252435125,0.03071512385448081
00704-00,0.04114144880727624,0.08084433721192817,0.0,0.0,0.0,0.0,0.3926977752493384,0.2531799206605468,0.25209572906650746
00385-00,0.01782796114981971,0.025595820573060077,0.0,0.0,0.0,0.0,0.4811622841393182,0.37635203121210853,0.0628550103845357
00652-00,0.02332630430817531,0.22148136702969892,0.0,0.0,0.0,0.0,0.2727706522402823,0.270020772972707,0.09667575503679933
00318-00,0.05939703002035457,0.02240261583951043,0.0637087599544916,0.23800006931956685,0.5441176470588235,0.62,0.42694091441395127,0.2909969629187776,0.04014878359988303
00088-00,0.01782796114981971,0.032814206459570575,0.0,0.0,0.0,0.0,0.30357625051345793,0.37775525779549135,0.023353560904058688
00402-00,0.24774374527921067,0.04087777474040355,0.0477994227994243,0.2423088410991633,0.4835164835164835,0.7230769230769231,0.37667955613819837,0.15819112559249257,0.031161542013787815
00646-00,0.11460832167741236,0.06529166055890327,0.0,0.0,0.0,0.0,0.39294413014306917,0.36487156247924385,0.0083413481096003
00502-00,0.0,0.031554356453033616,0.0598802395209584,0.21935008630971511,0.5989304812834224,0.5113636363636362,0.4531150579794444,0.3307374177414827,0.025663619827659925
00477-00,0.33194486888977065,0.010938509019020565,0.07676987144668,0.2557352213000435,0.5367965367965368,0.6114285714285713,0.6643380351764911,0.2979154527975356,0.004510414766125899
00252-00,0.0,0.007923584946773319,0.3630136986301426,0.2582471031570672,1.0,0.0,0.3667830767630295,0.23643553192572256,0.25192392185899637
00235-00,0.0,0.008112430388004748,0.0,0.0,0.0,0.0,0.4988499941835628,0.557876645729207,0.03415910704642413
00400-00,0.0,0.015592294577758762,0.2146020498544716,0.33583261109047563,0.8666666666666667,0.20000000000000004,0.24973717901291106,0.19202662284221836,0.4154227750721996
00489-00,0.030562219113976635,0.005377472983876826,0.0,0.0,0.0,0.0,0.1229866077075626,0.1864098519245911,0.01722515767369142
00285-00,0.08247338206038424,0.025752971674504417,0.1194029850745347,0.3267714805389331,0.5512820512820513,0.6363636363636364,0.5578740015231538,0.31942799876333156,0.01546337303469717
00049-00,0.0,0.010966241566334273,0.1804869742891257,0.19578158842451945,0.4967320261437908,0.6794117647058823,0.34848034746906165,0.18207301423534578,0.059562485055482985
00304-00,0.0,0.010299339833314184,0.0683760683760687,0.22452418151342873,0.4940711462450592,0.6649350649350649,0.44163559980111505,0.33180968840478037,0.012654223940905615
00542-00,0.048621712226780994,0.030282621069076497,0.0,0.0,0.0,0.0,0.3519612508820164,0.5573356164891891,0.04765355435518438
00047-00,0.0,0.021043721021138807,0.0,0.0,0.0,0.0,0.2820484873419303,0.2173510177712759,0.035390567641615404
00266-00,0.0,0.0033120585077512474,0.0,0.0,0.0,0.0,0.12045637740943295,0.3659974733816506,0.09856087700644192
00463-00,0.0,0.02482327104074968,0.0,0.0,0.0,0.0,0.3672193494897574,0.2803332388378958,0.0943924930465753
00130-00,0.0,0.009838451308910203,0.0693196405648316,0.19221062753921248,0.782051282051282,0.309090909090909,0.1565796435728306,0.513623047516454,0.10779652375800067
00146-00,0.0,0.015098391116076557,0.0,0.0,0.0,0.0,0.45265700160105093,0.5728729027719369,0.024138025777884396
00272-00,0.023253862369330046,0.021138804040500087,0.0,0.0,0.0,0.0,0.13508446942609242,0.36255529393998726,0.019893956362754355
00726-00,0.0,0.09123876006460363,0.0,0.0,0.0,0.0,0.3866711860904238,0.23718996043467724,0.02630473642512765
00506-00,0.07640554778494156,0.026686634100732538,0.0625414853602794,0.24757597289530597,0.5333333333333333,0.64,0.28758561874238436,0.1308301447642925,0.20429107866406954
00222-00,0.0,0.004260247506381788,0.080459770114943,0.36140979689366753,0.0,0.0,0.043272573978197025,0.28735419623580083,0.34400989349523087
00242-00,0.033427427155911946,0.027795935993280802,0.0,0.0,0.0,0.0,0.30833016165612886,0.5262271034963623,0.06577900693336257
00217-00,0.0,0.015863017063440184,0.0,0.0,0.0,0.0,0.3319685190958064,0.4183174257044253,0.015594503196568804
00163-00,0.0891398057490985,0.010986050528701205,0.0,0.0,0.0,0.0,0.5093695877109132,0.6633390631405578,0.0055216087689444445
00135-00,0.04011291258709433,0.05001102698905093,0.0,0.0,0.0,0.0,0.37423052888014546,0.3406667787548542,0.02146833109565532
00671-00,0.0443524887141856,0.27922053053683615,0.0,0.0,0.0,0.0,0.511739302422406,0.19158569044470136,0.046495197609506746
00763-00,0.041835052291844796,0.004480787287400312,0.1593984962406068,0.2924566119600076,0.6,0.72,0.49309358608093296,0.21094331206172243,0.0426340161852254
00640-00,0.03146110791144653,0.08273015042926021,0.0,0.0,0.0,0.0,0.4724088501427496,0.3205000390248551,0.06587405811602165
00670-00,0.012295145620565315,0.35788059949843715,0.0,0.0,0.0,0.0,0.46161823400164914,0.41699706398855463,0.12627264273273145
00316-00,0.0,0.014931995832194319,0.0,0.0,0.0,0.0,0.21770589947311864,0.6004206158848997,0.0
00448-00,0.0,0.018864735160776143,0.0,0.0,0.0,0.0,0.18695237638903214,0.36121787172711967,0.0639664484882134
00359-00,0.0,0.0004437207570193058,0.1637426900584762,0.18070489844683377,0.0,0.0,0.6106173857398164,0.0,0.0
00754-00,0.041835052291844796,0.009838451308910203,0.0,0.0,0.0,0.0,0.16027367097052686,0.2965177314222075,0.0861062940750282
00654-00,0.045325324957168726,0.08245810734608766,0.0,0.0,0.0,0.0,0.30038102593109167,0.24632041118798617,0.11685347034979703
00668-00,0.01782796114981971,0.1170670057961024,0.0,0.0,0.0,0.0,0.3996641385345824,0.2370214021962258,0.22317761754974813
00446-00,0.04456990287454925,0.009102878506351414,0.0,0.0,0.0,0.0,0.08531410286343889,0.3913693342534523,0.02149631543554867
00234-00,0.0,0.062477467305307614,0.0,0.0,0.0,0.0,0.31027863489251417,0.2739183865509977,0.27157763324280965
00121-00,0.0,0.026639092591051898,0.1177287241427222,0.2563586110327383,0.4833333333333333,0.7085714285714285,0.5327578932533772,0.3291494043393341,0.005673360702074224
00367-00,0.006551565711343792,0.028423219801567024,0.0680883864337124,0.33019270067816725,0.4509803921568627,0.7000000000000001,0.45077276932657806,0.34619881908863825,0.02760452982177819
00113-00,0.11959589731090552,0.004322315588464846,0.2007168458781075,0.23404198944001212,0.5714285714285714,0.6857142857142856,0.007738368353338676,0.09738379632467707,0.0
00493-00,0.07131184459927879,0.031621706925081185,0.0,0.0,0.0,0.0,0.812730967877005,0.17612969861098018,0.2191072388212224
00567-00,0.03340283325308442,0.09302288727511876,0.0641325536061968,0.2480729526923638,0.4363858363858364,0.6915355805243446,0.45164392337453313,0.21846095473219196,0.03293738151481544
00368-00,0.0,0.001547740259603055,0.0,0.0,0.0,0.0,0.26883289170911784,0.09444291261689738,0.024424886499099227
00203-00,0.0,0.0026451567747311595,1.0,0.19025157232704384,0.0,0.0,0.05194848930698482,0.06283595130011935,0.01514267344100521
00150-00,0.08706678701074738,0.04609545542785378,0.0,0.0,0.0,0.0,0.4458740531431188,0.19927377586962303,0.12987200603122873
00577-00,0.20896884658529796,0.1846868797318659,0.0749311294765844,0.25558115719406027,0.351937984496124,0.7898255813953489,0.550180013271351,0.18542084970756859,0.05178315909225329
00221-00,0.0,0.025039849029294816,0.0,0.0,0.0,0.0,0.1105681046124557,0.34406191757273336,0.2612711421546882
00546-00,0.04750382200323554,0.16486999377998582,0.0200049394912338,0.22985091824669882,0.4397171342453049,0.678289345444622,0.5772488107571755,0.24235595565874735,0.048300445356665334
00479-00,0.04456990287454925,0.01956993422103897,0.0,0.0,0.0,0.0,0.18121517196830444,0.13767593968845027,0.06578567754963943
00775-00,0.041835052291844796,0.006954266388284717,0.0,0.0,0.0,0.0,0.4389537750471218,0.28420664096160986,0.10144690543182529
00105-00,0.0,0.0050750561584083104,0.0,0.0,0.0,0.0,0.37729983364248587,0.36801960431172237,0.03168166622723097
00591-00,0.0,0.004542855369483369,0.0,0.0,0.0,0.0,0.1902135248441625,0.7448157630855746,0.0
00637-00,0.048621712226780994,0.06599818021665722,0.0,0.0,0.0,0.0,0.3891300070990906,0.2750369733687348,0.051645938596280985
00177-00,0.018442718430847965,0.02306687637754826,0.0,0.0,0.0,0.0,0.3382974017569458,0.1878185514697365,0.012860394271804973
00449-00,0.097243424453562,0.01788617241984964,0.0,0.0,0.0,0.0,0.4602892297621476,0.22796677383738687,0.033638904849436185
00211-00,0.0,0.03983582331990286,0.2108753315649752,0.44131299734748003,0.6571428571428571,0.4747252747252747,0.16350661488951138,0.44611687436266456,0.07111676832362132
00672-00,0.04175321756277477,0.36504616148530245,0.0,0.0,0.0,0.0,0.44971212819374284,0.20503569296148663,0.006596904018417377
00537-00,0.07250474016192379,0.07050802064886237,0.0501050420168084,0.2913467873708619,0.409982174688057,0.7522727272727273,0.0922820546166174,0.15066309653831395,0.931074667506863
00032-00,0.0,0.009957305083111804,0.0,0.0,0.0,0.0,0.374564165468398,0.2336695170872692,0.021620437712209842
00752-00,0.041835052291844796,0.006908045476095205,0.0,0.0,0.0,0.0,0.5970938808933076,0.26150451989217294,0.047346347219372004
00043-00,0.04114144880727624,0.04227232569103566,0.0,0.0,0.0,0.0,0.3477615414613427,0.4038442743511832,0.0750891897088249
00462-00,0.15494712858769716,0.06283534922540354,0.0620559966569204,0.1864439591580576,0.6195652173913043,0.4980237154150197,0.6007875411970685,0.26881377914871096,0.06880677452806527
00333-00,0.0,0.02240393643700156,0.0549378678875085,0.31498672030117836,0.8333333333333334,0.24,0.44764574145955727,0.1838453165885288,0.17107335624616143
00431-00,0.3447884975776157,0.015565882627936184,0.1740674955595032,0.27741251106145376,0.531578947368421,0.624561403508772,0.31502541455069666,0.47172725243115754,0.030150860820293952
00439-00,0.0,0.0015147253223248326,0.0,0.0,0.0,0.0,0.5865873707486242,0.22438807282182727,0.09422918283337149
00608-00,0.05942653716606567,0.007507596737067719,0.7703838292072346,0.32509644369226864,0.8666666666666667,0.23999999999999988,0.16211248214359686,0.22647910687485187,0.0348307966556542
00521-00,0.06123773158787666,0.165517086550639,0.0248186946011282,0.2767100182244052,0.3916122004357298,0.7409618573797677,0.5241422686869449,0.3103079870905116,0.05117433479048134
00454-00,0.0,0.016976280748461837,0.1422764227642276,0.3400612761167933,0.7878787878787878,0.3054545454545454,0.6160306459452106,0.20549548647547633,0.003791380164180299
00427-00,0.0,0.013363126012733201,0.0,0.0,0.0,0.0,0.07924310376268935,0.19786590388030653,0.045062350787451445
00532-00,0.0,0.0181951922327738,0.0,0.0,0.0,0.0,0.33303592108523034,0.24034129554928513,0.06177568866103527
00503-00,0.0,0.01214421452842124,0.0,0.0,0.0,0.0,0.6078903377852987,0.23416408250260282,0.06095547967164225
00434-00,0.048621712226780994,0.04236344691792355,0.0,0.0,0.0,0.0,0.29357162343615323,0.33652528345752697,0.06572989542202405
00361-00,0.0,0.0012889031513417931,0.5660881174898986,0.05066492479817732,0.0,0.0,0.24894951304048848,0.29097250792301654,0.0
00193-00,0.3656063946788655,0.010045785115017438,0.1248142644873047,0.23762828399026412,0.7090909090909091,0.4266666666666666,0.6330384765087663,0.7141908373218974,0.004200157596774853
00558-00,0.12391530630003326,0.33101964652887556,0.0388544115946508,0.32647662776555764,0.3333333333333333,0.8087912087912088,0.27166035827097834,0.32473496397698015,0.012734346164738754
00737-00,0.0,0.0026926982844117995,0.0,0.0,0.0,0.0,0.310891429768152,0.07581625801247137,0.0064962716426440106
00161-00,0.0,0.029168036786563715,0.0619834710743845,0.22595579450418118,0.5113636363636364,0.6241935483870967,0.4669724167712357,0.272441742584731,0.1047700040848967
00310-00,0.05942653716606567,0.017025142855633606,0.0,0.0,0.0,0.0,0.22596365421491899,0.7016297082219763,0.050200356881849054
00501-00,0.08415808717288192,0.025852016486339082,0.0985401459854084,0.1922556912255523,0.6785714285714286,0.5142857142857141,0.22216919982485442,0.3782264071780461,0.002678643539838338
00525-00,0.032414474817854005,0.0243716266987836,0.0,0.0,0.0,0.0,0.1625867483370086,0.3438812890203891,0.16695747494553762
00271-00,0.24366082927068372,0.014723341428595955,0.161849710982625,0.36057416730547437,0.5353846153846153,0.604,0.551471054973301,0.30664418915865754,0.03221168295762702
00187-00,0.097243424453562,0.017585076191872252,0.0,0.0,0.0,0.0,0.60636601597039,0.29591419877844294,0.0013378145722318488
00240-00,0.0,0.028276633480051716,0.0,0.0,0.0,0.0,0.3959303888135949,0.2878718253032967,0.14775418382076363
00033-00,0.0,0.009221732280553013,0.0,0.0,0.0,0.0,0.3429131119511699,0.18210964013688974,0.0030290035742032437
00596-00,0.06118280164259957,0.008873094542894987,0.1559888579387189,0.3675507433032814,0.4632034632034632,0.7085714285714285,0.6656028406221822,0.1992604909546149,0.01872015622984614
00321-00,0.0,0.016623681218330424,0.0,0.0,0.0,0.0,0.18219901018291995,0.38416799708593036,0.049127402759154094
00716-00,0.004513407886030309,0.1957363189401413,0.0,0.0,0.0,0.0,0.48217713908655313,0.27948640278482795,0.04263074754144628
00510-00,0.01048703597048218,0.016729329017620736,0.0,0.0,0.0,0.0,0.29785892783852524,0.34590980790061626,0.0
00658-00,0.054505868483525205,0.15344682548172095,0.0,0.0,0.0,0.0,0.39396155292654966,0.29749835146626064,0.10306016060152515
00444-00,0.028149412341820584,0.03871331545244331,0.0,0.0,0.0,0.0,0.18295177129523404,0.2992513923241173,0.01790526330362682
00092-00,0.0,0.023449849649975638,0.0,0.0,0.0,0.0,0.4803870052057188,0.11710892382656082,0.09821482496369348
00773-00,0.041835052291844796,0.013640451485870267,0.0,0.0,0.0,0.0,0.3412921783793156,0.2532390685659791,0.09259333961445677
00182-00,0.145865136680343,0.01331690510054369,0.0,0.0,0.0,0.0,0.31796539467857654,0.16769428705243672,0.07359780903516987
00550-00,0.0,0.10437342271137154,0.0442734611503563,0.2235744459996598,0.6473684210526316,0.4701754385964912,0.3055103964919442,0.32201855310700433,0.06126357171543691
00037-00,0.0,0.0006272838082862211,0.0,0.0,0.0,0.0,0.6173148012042617,0.27790274937514187,0.0
00724-00,0.07131184459927879,0.058380973887825816,0.0,0.0,0.0,0.0,0.41711789186862946,0.16449917759538443,0.1313471333814595
00337-00,0.015730553955723266,0.017388307165694047,0.0,0.0,0.0,0.0,0.36720770516127194,0.3826489423728333,0.07611279559684782
00094-00,0.0,0.0003790114799539904,0.9310344827585724,0.2523637374860955,0.0,0.0,0.1775917880797544,0.17508172495633853,0.07933631016130872
00102-00,0.0,0.034744919991601,0.0758220502901223,0.3152444139403641,0.7121212121212122,0.4145454545454545,0.3691102262251337,0.41499833395401686,0.09236977044403875
00370-00,0.0,0.0020772998535457383,0.0,0.0,0.0,0.0,0.33413448230440734,0.30808586680628725,0.07864450931203587
00686-00,0.009550693473117697,0.06773344532000058,0.0,0.0,0.0,0.0,0.5333822919065193,0.23679578376301647,0.03963924635339314
00108-00,0.0,0.04336181862121699,0.25918043921194,0.23536884617350853,0.5730994152046783,0.5725490196078431,0.08792462168378568,0.2864891276461884,0.01565160336952172
00466-00,0.4992758690656187,0.04927677478398327,0.0943213072318426,0.26820249678312363,0.5091891891891892,0.605109218807849,0.5404008518320682,0.24687851032575817,0.0853856083798896
00133-00,0.0,0.018847567393391468,0.0,0.0,0.0,0.0,0.05582258975319394,0.3880632552054091,0.1084796700912164
00204-00,0.0,0.008367305703792623,0.0924754634678329,0.305405072642206,1.0,0.0,0.29353765265460346,0.08432564794139327,0.08996618723941549
00151-00,0.04743215433775101,0.029426873894824977,0.0787098683236732,0.3205526840357816,0.625,0.5142857142857141,0.38357724900270906,0.2649341689383041,0.16557292532719234
00473-00,0.06685485431182386,0.019518430918884944,0.0,0.0,0.0,0.0,0.15191504688641752,0.27156746469310394,0.2126437670234659
00604-00,0.15393240870250974,0.04256549833406627,0.1004168245547589,0.2972643511784223,0.5561877667140825,0.5621621621621621,0.48515673643566104,0.423576422862938,0.05623631867597607
00749-00,0.0,0.005267863392113128,0.0,0.0,0.0,0.0,0.4608958244877058,0.08617555074787979,0.05824123913217579
00267-00,0.02674194172472956,0.08020120623374839,0.0,0.0,0.0,0.0,0.2932277779543795,0.20918171992479176,0.23582423197996635
00085-00,0.13370970862364778,0.007928867336737833,0.0,0.0,0.0,0.0,0.4855782696714364,0.19439749065435125,0.07256443004244144
00661-00,0.05656949211000482,0.10702122068108495,0.0,0.0,0.0,0.0,0.311402576509831,0.32941972505514805,0.07766658737798103
00512-00,0.0,0.0017207385309409389,0.2629107981220543,0.5734199101418547,0.0,0.0,0.24287186878985284,0.23527307837326386,0.0
00274-00,0.02228495143727463,0.08581902796101068,0.0,0.0,0.0,0.0,0.19680664277544774,0.49680909794516315,0.04817716944851688
00429-00,0.21475069990728418,0.025918046360895525,0.0926640926640957,0.29701582288313844,0.65,0.48,0.38310748828418323,0.28377537421110005,0.05928417137692887
00243-00,0.0,0.013026373652495335,0.0,0.0,0.0,0.0,0.4919372537443303,0.32020002923814467,0.008931039023910636
00691-00,0.17318810453607775,0.05154159948126931,0.0980852729731686,0.3257550187247853,0.5906432748538012,0.5490196078431372,0.3489083866038043,0.19854436894010055,0.22917314132119193
00190-00,0.00528592233528874,0.023231951063939372,0.0870279146141244,0.29810077040332844,0.3054187192118227,0.4349206349206349,0.37316065900193796,0.5251225288400014,0.00375083092135289
00679-00,0.06292221582289306,0.06730953352534821,0.0,0.0,0.0,0.0,0.3884375533794437,0.3625924113828853,0.0235079956670468
00375-00,0.0,0.0018316687201957655,0.0,0.0,0.0,0.0,0.3106959231771869,0.5898807216001094,0.04155992370850485
00602-00,0.8662902913763523,0.007120661672166956,0.2314049586776074,0.48566308243727574,0.6944444444444444,0.4714285714285713,0.24250690575462047,0.28348860438150875,0.1163922424877794
00662-00,0.012848981008879067,0.2942687389482498,0.0,0.0,0.0,0.0,0.3621092027664978,0.21455748718060758,0.04114963124512337
00451-00,0.0,0.027685005804025976,0.0,0.0,0.0,0.0,0.33081496134185223,0.34518822712658354,0.033452737025999615
00543-00,0.021026947128100243,0.14842591382044892,0.1005319148936241,0.2638387636950606,0.7333333333333333,0.34782608695652173,0.3139484042638377,0.3528986530683336,0.2790550578991936
00126-00,0.0,0.004787165905342214,0.1306191687870601,0.18208432515253486,0.5277777777777778,0.7285714285714285,0.5381205935052192,0.2953404006926326,0.028688063793535595
00048-00,0.10595866850309454,0.025883710826126175,0.066014669926655,0.23354672205133553,0.3873873873873873,0.7771428571428571,0.29957977777767075,0.32783246252821674,0.07631039017223412
00487-00,0.08015040713790819,0.02149008297314037,0.0853350189633436,0.3739289226014888,0.438423645320197,0.7238095238095238,0.515662682700943,0.17238491974048056,0.11462349121035026
00051-00,0.0,0.05619010265004299,0.0794896957801823,0.34567126918301344,0.6666666666666666,0.457142857142857,0.3750618758289678,0.255314481783232,0.08035635735832823
00327-00,0.02971326858303283,0.01534534284691766,0.0,0.0,0.0,0.0,0.22268027163687645,0.5894479048402719,0.010764505014812535
00650-00,0.00835685678897799,0.048835695221946224,0.0,0.0,0.0,0.0,0.4863295487822817,0.2820260795171642,0.03234681676336342
00738-02,0.10696776689891821,0.0077822810152225275,0.0,0.0,0.0,0.0,0.3187469286852203,0.42000480364879206,0.09358546582730466
00461-00,0.0,0.015254221620029767,0.1789029535865038,0.3414636359511817,0.8571428571428571,0.2285714285714286,0.24632998641595635,0.12153141169871197,0.013501955890806612
00056-00,0.0,0.02290180169115715,0.1487023614683238,0.22979984630636607,0.5105820105820106,0.6324786324786326,0.15751182656875204,0.19487610556759272,0.06936801653140881
00689-00,0.0,0.1558542747080489,0.0,0.0,0.0,0.0,0.1781721840622902,0.3014692107623641,0.33454507362286207
00720-00,0.0,0.04547741580200546,0.0,0.0,0.0,0.0,0.4375682212540482,0.1802365059863904,0.10347796468593752
00405-00,0.08988734783751622,0.022506943041309613,0.0449750138811803,0.2143776157809576,0.6,0.5538461538461538,0.4896771105431083,0.4376048985347764,0.021325233915731944
00125-00,0.10696776689891821,0.023445887857502252,0.0,0.0,0.0,0.0,0.04418914060352372,0.4636659792285254,0.10366772301255078
00579-00,0.018928766747029355,0.09784042692275693,0.0435818862785166,0.3342711012156459,0.5798319327731093,0.53475935828877,0.5331519915574423,0.2857744340844568,0.06621486722921102
00075-00,0.053483883449459105,0.015110276493496718,0.0,0.0,0.0,0.0,0.43083955961463316,0.3117333792821564,0.008834721990820095
00292-00,0.0891398057490985,0.000895365098985385,0.325581395348778,0.6127156789197296,0.0,0.0,0.6156768502723947,0.34684869453559714,0.0
00143-00,0.24571411580581287,0.02056170293687676,0.2187412062657814,0.35139568433364576,0.6789473684210526,0.42807017543859643,0.4277321020019473,0.19596517250848677,0.13113338710185574
00070-00,0.0,0.0003103404104152883,0.6511627906976539,0.13868050345919783,0.0,0.0,0.8276999104575175,0.0,0.0
00358-00,0.0,0.0012268350692587354,0.0,0.0,0.0,0.0,0.44646117962771775,0.06521680204559194,0.0
00748-00,0.0,0.005789499401109038,0.0146373918829011,0.16555598480458408,0.0,0.0,0.07300847702003398,0.21662183183832742,0.05707691031109911
00347-00,0.0,0.006338867957418655,0.2153846153845973,0.26188309897987266,1.0,0.0,0.35331069548343885,0.15158160229219564,0.004502205519681934
00687-00,0.0,0.023218745089028082,0.0,0.0,0.0,0.0,0.4367834784262667,0.21945177214599304,0.3430828485917422
00440-00,0.8139355337978363,0.005434258675995368,0.1820224719100479,0.21270387821674466,0.6666666666666666,0.5599999999999999,0.47324794988534635,0.16924281018804566,0.12289256819970022
00764-00,0.041835052291844796,0.02346965861234257,0.0,0.0,0.0,0.0,0.387969782159386,0.25422432724484084,0.05455122614405875
00659-00,0.04307426854989995,0.09480965568061614,0.0,0.0,0.0,0.0,0.32253980331446436,0.3245166561174545,0.09518163649661603
00219-00,0.06479430137478442,0.01411190479020328,0.0727109515260375,0.3792856315515141,0.5882352941176471,0.5558823529411765,0.4409885141716059,0.08949976734765118,0.4805980786216354
00040-00,0.034196129605266634,0.0310736589662627,0.0733944954128278,0.4527332685071658,0.5524193548387096,0.5729032258064516,0.550713763128135,0.34771962798617134,0.03983313278965778
00283-00,0.0,0.020808654667717866,0.1220930232558226,0.27105734767025064,0.7333333333333333,0.39999999999999997,0.4537193996722435,0.2056873850643132,0.09065041483914384
00148-00,0.02674194172472956,0.01104151562332862,0.0,0.0,0.0,0.0,0.3013502365556044,0.19072462313338073,0.06318499512250225
00335-00,0.0,0.020545855766983215,0.0583165230148561,0.22283071302699448,0.4470899470899471,0.7145299145299145,0.622087369215269,0.2932485197024985,0.03192900732079384
00494-00,0.0,0.015531547093166833,0.0822429906541778,0.20468629618463777,0.4505747126436781,0.7064039408866994,1.0,0.20123868335980263,0.25423065172058845
00708-00,0.021516504835989297,0.22843695401547479,0.0,0.0,0.0,0.0,0.4796590324538211,0.36021524437185365,0.10206517229732671
00152-00,0.0,0.027319200298983274,0.0,0.0,0.0,0.0,0.1706649650177152,0.2380223534463378,0.11895339036417707
00145-00,0.18760213597563105,0.017747509683281107,0.1060606060605986,0.32288679808841064,0.6181818181818182,0.5599999999999999,0.44472348582751126,0.3461037904361833,0.015251086123445163
00282-00,0.178279611498197,0.010136906341905332,0.0,0.0,0.0,0.0,0.2771072857957481,0.5790351384797374,0.03341760028316452
00432-00,0.5303351990503984,0.026285172463429356,0.0689831374552936,0.23402069219399835,0.8,0.2933333333333333,0.47572789011088934,0.3888230933625818,0.05586537623899905
00584-00,0.0,0.0,0.0,0.23233486943164325,0.0,0.0,0.14047837992130693,0.514909402197175,0.0
00262-00,0.0,0.0006906724878604077,0.0,0.0,0.0,0.0,0.5760179244837342,0.5158321789036215,0.0
00230-00,0.0,0.026365728910388218,0.0639895527260572,0.3384367353673217,0.7046153846153846,0.384,0.4831469590212788,0.38951516257604885,0.032559740521370846
00209-00,0.0,0.05086149177333794,0.0991805594800862,0.20125184705802487,0.6460317460317461,0.4497478991596638,0.3755765866097985,0.2162948679322138,0.04804940473844534
00736-00,0.0,0.0007382139975410475,0.0,0.0,0.0,0.0,0.1378282764334055,0.2516957217194112,0.0
00081-00,0.01782796114981971,0.025149458621058513,0.0,0.0,0.0,0.0,0.28721023550840663,0.18462511059516848,0.026336265932574536
00580-00,0.0,0.0238962116019772,0.0,0.0,0.0,0.0,0.2604553043534901,0.36104092408188887,0.0502208118117038
00560-00,0.15988708741290564,0.050849606395917776,0.1646815121698656,0.24239348936146488,0.3691019786910198,0.7784037558685446,0.3907490316265258,0.26308665976504775,0.030821919354442815
00322-00,0.0,0.0208377078125227,0.0,0.0,0.0,0.0,0.11197600382110474,0.2983939108683483,0.029276968328886925
00516-00,0.11869292646725146,0.016798000087159436,0.0687397708674308,0.31000797799013263,0.4285714285714285,0.7999999999999999,0.382833792270832,0.36584441228993486,0.030927975014703755
00647-00,0.055328155292543896,0.14669593110707008,0.0,0.0,0.0,0.0,0.5290091786284312,0.22256619382822976,0.05930152200944184
00392-00,0.0,0.01982877132930023,0.0,0.0,0.0,0.0,0.6180963418593087,0.2791769794348959,0.06514748351135569
00197-00,0.08629455802999669,0.020973729354108975,0.1776140781665421,0.29398656959103703,0.7272727272727273,0.39272727272727265,0.6317346917013532,0.3650999869403046,0.011377220544293843
00212-00,0.0,0.008744996586255485,0.0,0.0,0.0,0.0,0.2989475847433025,0.36864127828057847,0.0011107894217779264
00078-00,0.0965681228948567,0.015334778066988628,0.0,0.0,0.0,0.0,0.14061613106019283,0.3554990418091516,0.0
00351-00,0.0,0.0010327072380627892,0.3028571428571287,0.4174283154121858,0.0,0.0,0.39950862014657396,0.24770598608280608,0.0
00472-00,0.0891398057490985,0.010498750054474646,0.0,0.0,0.0,0.0,0.06705584211060052,0.22941517017684984,0.11327228659421452
00571-00,0.14820933724071322,0.1097205219529524,0.0609480812641126,0.2593803375401287,0.365445499773858,0.7848951048951048,0.3205806722881954,0.5128362835461604,0.061171505226642144
00535-00,0.0,0.03529164735292836,0.0,0.0,0.0,0.0,0.30111396269176016,0.164067442639598,0.08934047279372748
00574-00,0.2614306011972837,0.13525559504142054,0.0636827876239132,0.29520742556721546,0.4221213569039655,0.7088644688644689,0.5234966631062484,0.26503917894301576,0.022182509004578087
00420-00,0.07923538288808754,0.036056273300291986,0.0,0.0,0.0,0.0,0.5518367838119665,0.2850844085994269,0.09600234618828252
00241-00,0.07293256834017149,0.010382537475255305,0.0,0.0,0.0,0.0,0.2791120119209749,0.4174929225179816,0.08101450015612055
00430-00,0.15348388344945912,0.01605846549212726,0.0493252675663115,0.2447462435641479,0.6666666666666666,0.5,0.5642220448874502,0.3734312191783203,0.11029101648166009
00406-00,0.011885307433213144,0.02171722574161454,0.0,0.0,0.0,0.0,0.25201528078290303,0.13386035474550564,0.03588322942164439
00488-00,0.13370970862364778,0.003141701431395621,0.0,0.0,0.0,0.0,0.24918069705295923,0.6244926852288816,0.05991925681541901
00498-00,0.07293256834017149,0.028506417443508143,0.0,0.0,0.0,0.0,0.3370064466894938,0.21596976444985377,0.049523258615166224
00345-00,0.0,0.005874017640541287,0.1854227405247875,0.07633859995611107,0.5357142857142857,0.7428571428571429,0.6195972013051657,0.2508649247877394,0.08882089757545047
00464-00,0.14479082998765508,0.024613296039660188,0.1064582170109533,0.2670315936512511,0.5411764705882353,0.5839572192513368,0.5073808981266712,0.2815488272532084,0.06080062912910912
00495-00,0.0,0.03389313460982287,0.0,0.0,0.0,0.0,0.28420964971958856,0.3119357970504383,0.3737324558217081
00372-00,0.0,0.0008715943441450649,0.3499999999999461,0.3469534050179208,0.0,0.0,0.3750176702525311,0.24389147450814466,0.0
